passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
DE1401066,Tourist Attraction,Accommodation,8615.832438454196,No,2024-11-04,Germany,59,Savings,4374.460148486694,JPY
DE2461206,Restaurant,Shopping,7678.823755387019,Yes,2024-04-03,Germany,89,Freelance,2177.1516757713957,INR
USA1055151,Restaurant,Entertainment,3513.5690198698894,Yes,2024-05-05,USA,88,Freelance,2796.2682209970176,CNY
USA3955574,Hotel,Shopping,9627.62748561379,No,2025-03-08,USA,146,Freelance,1812.627939640935,USD
P15764190,Hotel,Entertainment,8046.705984633547,Yes,2024-04-23,Australia,31,Pension,4116.406125688438,AUD
P45993491,Tourist Attraction,Food,4579.100979738791,Yes,2024-12-26,Australia,158,Freelance,3525.291938443966,EUR
IN1593478,Hotel,Accommodation,5772.8368167963945,No,2024-06-26,India,129,Remote Job,2074.6561487269337,GBP
UK3697704,Hotel,Entertainment,6592.297346933583,No,2024-07-30,UK,46,Pension,4929.642416355469,GBP
UK3532735,Hotel,Accommodation,4362.309555713288,No,2024-01-16,UK,97,Remote Job,3309.5595365442714,USD
P07552276,Restaurant,Entertainment,9600.003736516495,Yes,2024-05-03,Japan,102,Pension,3237.176140069727,CNY
P87771525,Hotel,Accommodation,5384.568410736056,Yes,2024-01-08,Japan,120,Freelance,4467.750255175584,INR
IN2408383,Restaurant,Accommodation,7775.7802272363315,No,2024-04-05,India,2,Pension,2433.839002855653,GBP
CN892662308,Hotel,Shopping,1889.209593622245,No,2024-06-24,China,92,Remote Job,4399.967076298618,JPY
IN1702789,Restaurant,Shopping,9479.93614345564,Yes,2025-02-17,India,93,Savings,1103.6531258136342,CNY
P79846217,Hotel,Shopping,6419.2122097454185,No,2024-04-16,Japan,106,Freelance,3472.7862425357694,INR
CN286661365,Hotel,Accommodation,7310.101324109743,No,2025-04-29,China,113,Savings,3155.777154083731,AUD
CN301950158,Tourist Attraction,Shopping,9477.897326012187,Yes,2024-05-24,China,155,Savings,4552.905441157778,EUR
DE2476713,Restaurant,Shopping,7179.847825785014,No,2024-08-27,Germany,77,Pension,4753.604360911266,CNY
P34716938,Restaurant,Accommodation,666.0857303093815,Yes,2024-08-28,Australia,47,Freelance,2830.3709570098517,INR
USA3480145,Hotel,Food,527.5262424293858,Yes,2025-01-31,USA,128,Savings,1622.9218259059887,CNY
DE7875577,Shop,Accommodation,8856.724051768699,Yes,2024-09-17,Germany,112,Pension,2978.448829906487,EUR
USA2176861,Tourist Attraction,Shopping,633.2521977644471,No,2024-09-01,USA,128,Pension,3455.001076340349,GBP
IN4477655,Shop,Shopping,6742.268733427247,Yes,2024-04-20,India,75,Remote Job,4529.349533452605,AUD
IN0185842,Restaurant,Shopping,2890.2931277571597,No,2024-12-31,India,40,Pension,2738.117508980806,USD
USA2692870,Tourist Attraction,Accommodation,6780.63839535943,Yes,2024-01-20,USA,38,Freelance,2320.1609675185778,USD
CN785455671,Tourist Attraction,Food,9703.191962879857,No,2024-11-25,China,25,Remote Job,1448.840531464239,CNY
UK6922440,Restaurant,Entertainment,1909.481907145132,Yes,2024-07-13,UK,43,Remote Job,3860.3660916179456,USD
IN7090833,Restaurant,Shopping,9614.205099204424,Yes,2025-01-08,India,121,Freelance,4294.335957554082,EUR
USA2425060,Restaurant,Entertainment,3752.0797662789823,Yes,2024-08-24,USA,48,Savings,4074.2576202665705,CNY
DE4599648,Shop,Shopping,5576.796899967751,No,2024-05-03,Germany,23,Remote Job,4441.308624026429,USD
USA7895049,Hotel,Shopping,4512.52948828735,No,2025-03-18,USA,101,Savings,2820.204869001025,CNY
DE9349184,Hotel,Food,5584.344789551873,Yes,2025-01-04,Germany,87,Savings,2912.9581265804845,EUR
USA6314598,Shop,Entertainment,5616.617291682452,No,2024-02-20,USA,49,Freelance,3542.542803417795,AUD
USA2121550,Hotel,Entertainment,1301.6773089292385,No,2024-06-14,USA,80,Pension,4170.308187649414,CNY
IN6774861,Tourist Attraction,Shopping,9249.042927902032,No,2024-11-23,India,176,Remote Job,1053.1306175103753,USD
P15165083,Hotel,Accommodation,1388.805799914483,No,2025-01-04,Japan,104,Freelance,2534.148454325511,CNY
IN7327353,Restaurant,Entertainment,5188.296795848614,No,2025-04-26,India,11,Freelance,4295.50940672618,USD
UK0427941,Tourist Attraction,Shopping,3848.846119536043,No,2024-10-12,UK,138,Pension,1249.7183616903703,INR
DE6893228,Restaurant,Accommodation,5338.375444390786,No,2024-04-13,Germany,41,Savings,2064.0705596305083,AUD
P98013138,Hotel,Food,6066.494972151964,No,2024-12-27,Australia,90,Remote Job,4646.565790165081,EUR
P60615753,Shop,Entertainment,1239.6502134025495,No,2024-03-03,Australia,106,Savings,2289.252343586255,AUD
IN6823703,Shop,Accommodation,3883.523333118818,Yes,2025-02-02,India,153,Savings,1725.9222516207851,INR
DE1531088,Shop,Shopping,5402.136416913513,No,2025-02-05,Germany,108,Freelance,2275.3707340223227,JPY
P14876079,Hotel,Shopping,8227.650114223983,Yes,2024-09-29,Australia,173,Freelance,4021.984148493761,JPY
P11485897,Shop,Food,3788.381796083637,Yes,2025-03-24,Japan,27,Pension,3028.3428907030857,JPY
P47099758,Shop,Entertainment,6740.6460441364,Yes,2025-01-26,Japan,73,Pension,1815.0886646546835,JPY
USA2692870,Shop,Accommodation,8614.951230151026,Yes,2024-11-21,USA,38,Freelance,2320.1609675185778,USD
P04543189,Tourist Attraction,Shopping,6863.123738570557,Yes,2024-08-30,Japan,123,Remote Job,1786.737992851256,AUD
CN587104332,Tourist Attraction,Entertainment,5851.88282589073,No,2024-05-11,China,47,Pension,1048.6844422094262,INR
USA4456590,Tourist Attraction,Shopping,8381.49839184633,Yes,2024-01-04,USA,59,Pension,4790.198789980607,EUR
DE5896618,Shop,Entertainment,742.5371097878253,Yes,2024-05-10,Germany,123,Freelance,2438.45290011667,USD
CN301950158,Tourist Attraction,Shopping,5174.976541036541,Yes,2024-06-25,China,155,Savings,4552.905441157778,EUR
USA8153090,Tourist Attraction,Entertainment,7441.584200278304,No,2024-07-08,USA,118,Savings,1969.0217085316133,JPY
UK2820387,Hotel,Food,4070.675462057306,No,2024-08-05,UK,123,Savings,2173.6117436771283,AUD
DE4642716,Tourist Attraction,Shopping,4229.452835436015,Yes,2024-12-22,Germany,28,Remote Job,1369.509579638485,EUR
DE1806094,Restaurant,Shopping,9313.9242591015,No,2024-12-10,Germany,172,Pension,1979.0330367191928,JPY
DE3114239,Tourist Attraction,Shopping,7135.853834743357,No,2024-02-04,Germany,87,Freelance,4566.995226434572,USD
P60494531,Hotel,Food,8389.441920821257,No,2024-08-18,Australia,12,Remote Job,2226.4643827241293,CNY
UK0142662,Hotel,Shopping,2367.4485471088537,No,2025-03-28,UK,48,Remote Job,2777.9407781747896,EUR
USA4393525,Hotel,Accommodation,5565.959080962012,Yes,2025-02-01,USA,2,Savings,3721.351864141765,JPY
UK4144552,Restaurant,Entertainment,4689.758732441216,Yes,2025-03-03,UK,24,Savings,3243.593872593381,JPY
P63528006,Hotel,Shopping,1740.8445989458207,Yes,2024-10-01,Australia,114,Freelance,3989.080924898256,GBP
P28115446,Shop,Shopping,4204.581422987127,No,2024-01-21,Japan,56,Pension,3233.6166570507908,GBP
CN588711980,Hotel,Food,4683.0183782374215,Yes,2024-08-12,China,57,Pension,3843.5081865040047,EUR
P41275606,Restaurant,Accommodation,6136.282387137581,No,2024-04-18,Japan,7,Pension,1041.7047346479503,INR
CN457574727,Shop,Food,4475.197235745089,No,2025-03-28,China,168,Savings,3619.129392642324,JPY
DE0211112,Tourist Attraction,Accommodation,5215.774439095128,Yes,2024-12-05,Germany,148,Pension,1623.331074985158,USD
P41275606,Hotel,Shopping,8279.447041354144,No,2024-01-12,Japan,7,Pension,1041.7047346479503,INR
UK2692845,Tourist Attraction,Accommodation,4102.990728206283,No,2024-04-30,UK,60,Freelance,3611.1026540336975,INR
P49462787,Shop,Food,4801.333098333012,No,2024-05-14,Japan,146,Remote Job,3258.297396333917,JPY
CN962442849,Shop,Shopping,1554.392218032698,Yes,2025-03-15,China,58,Freelance,4245.358784749671,GBP
USA4284203,Hotel,Entertainment,2558.672427468167,Yes,2024-06-14,USA,95,Savings,3731.399426665352,AUD
P56514939,Shop,Shopping,1397.388066346068,Yes,2024-07-23,Australia,165,Savings,1265.5453341535829,AUD
CN241015007,Hotel,Food,9997.65211345368,No,2025-04-11,China,145,Savings,2181.231024197772,INR
IN4881546,Shop,Entertainment,8378.606675223426,No,2025-03-28,India,90,Freelance,3126.400102359152,GBP
IN4596494,Hotel,Shopping,1247.134935547482,Yes,2025-01-11,India,81,Pension,2245.9918053774527,USD
DE1576153,Hotel,Food,8771.37786375023,No,2025-04-05,Germany,11,Freelance,2149.1733908664864,EUR
P61971039,Hotel,Food,9477.490486121364,No,2024-09-27,Australia,123,Freelance,2558.5731290933204,AUD
IN9480707,Tourist Attraction,Accommodation,1876.520815209375,No,2024-11-15,India,8,Pension,1718.7629650319209,AUD
P81603006,Hotel,Accommodation,9918.859846789152,Yes,2024-07-29,Australia,101,Savings,1396.956579992515,EUR
P95352578,Restaurant,Shopping,4895.609051985614,Yes,2025-04-14,Australia,157,Pension,4056.7886865595015,AUD
DE1382734,Hotel,Food,3665.2333211352,Yes,2024-07-21,Germany,63,Remote Job,4997.466312550707,USD
IN0466516,Tourist Attraction,Shopping,8733.467167786728,Yes,2024-09-07,India,28,Pension,3807.008916652505,EUR
UK6872651,Restaurant,Entertainment,9183.065115462923,Yes,2025-04-28,UK,56,Remote Job,3353.74134286229,JPY
UK5417845,Hotel,Food,5501.512711958066,Yes,2024-02-21,UK,97,Savings,1160.5030619129918,CNY
IN6289540,Hotel,Food,6510.132720642416,Yes,2024-12-14,India,152,Freelance,3104.92906446205,CNY
UK7773910,Hotel,Food,3681.969493434151,No,2024-04-01,UK,161,Freelance,3374.9536254385357,EUR
P56079772,Hotel,Accommodation,1116.3283321899266,No,2024-07-07,Australia,75,Savings,2768.226028051111,INR
P33974092,Tourist Attraction,Shopping,3862.203974793753,Yes,2024-06-04,Japan,88,Remote Job,4027.315079922904,CNY
CN068221203,Restaurant,Food,5805.024750647237,No,2025-04-29,China,78,Savings,2332.578423447978,JPY
IN8783944,Hotel,Accommodation,3157.760235100121,No,2025-04-14,India,77,Pension,4603.17002266423,INR
IN3158905,Restaurant,Accommodation,9712.815330848014,Yes,2024-06-25,India,37,Remote Job,4236.231722270868,JPY
USA1699680,Restaurant,Shopping,8619.073550183097,Yes,2024-10-09,USA,156,Remote Job,1111.4018059567493,JPY
CN604023865,Tourist Attraction,Accommodation,3375.1632546807086,No,2024-05-20,China,120,Freelance,3465.868700443581,JPY
DE7278172,Restaurant,Entertainment,4343.032936543582,No,2024-07-26,Germany,89,Freelance,1476.3362995325883,EUR
CN199168429,Restaurant,Food,7626.761769711421,No,2024-11-28,China,69,Freelance,1638.374816700753,JPY
UK0983995,Shop,Food,5050.270392172845,Yes,2024-06-25,UK,144,Pension,1429.7824593744854,GBP
DE7203349,Shop,Food,1422.9293498070629,Yes,2024-11-01,Germany,125,Remote Job,3942.82019176082,CNY
USA7754507,Shop,Entertainment,6504.603509679452,Yes,2024-10-14,USA,15,Remote Job,2966.8556680939782,INR
IN7908514,Shop,Shopping,1939.326475630804,No,2024-12-07,India,10,Remote Job,2140.24191588293,USD
P93037301,Tourist Attraction,Accommodation,5105.245535900399,No,2025-01-10,Japan,30,Freelance,3205.586904515984,EUR
P50248806,Restaurant,Food,3386.2619502861426,No,2025-03-29,Australia,25,Pension,3761.969515143217,USD
P13370488,Hotel,Entertainment,4444.502491078449,No,2024-08-24,Japan,52,Remote Job,4099.71059190949,USD
P13111392,Restaurant,Food,3201.6028099443124,Yes,2025-02-25,Australia,157,Remote Job,4765.452557378236,USD
IN4356499,Shop,Accommodation,5425.535241764671,No,2024-09-02,India,54,Savings,1137.5266437039802,AUD
USA7495889,Restaurant,Accommodation,1692.136102093182,No,2025-03-10,USA,30,Savings,4492.793449245359,AUD
USA4411881,Shop,Shopping,680.5892032918205,Yes,2024-09-01,USA,72,Savings,3423.1319984693737,CNY
IN4596494,Shop,Accommodation,5557.480642234336,Yes,2025-03-06,India,81,Pension,2245.9918053774527,USD
CN057900375,Hotel,Shopping,2333.817716412146,Yes,2024-04-11,China,102,Savings,4498.650338255336,INR
P91857160,Tourist Attraction,Entertainment,7315.887518213836,No,2024-06-01,Australia,32,Remote Job,2762.947676860411,USD
IN1552030,Hotel,Entertainment,5315.171673141622,Yes,2024-01-12,India,74,Pension,4929.2488024009535,GBP
IN6163311,Restaurant,Accommodation,9607.285057492678,Yes,2024-07-11,India,34,Remote Job,1486.4825440888762,CNY
P50785835,Tourist Attraction,Accommodation,1653.5689800915347,No,2024-09-08,Japan,49,Freelance,4627.145411461057,EUR
DE3225256,Tourist Attraction,Food,778.493845655579,Yes,2024-09-30,Germany,28,Savings,1245.059234060896,USD
P06741753,Tourist Attraction,Entertainment,5774.612437616185,No,2024-08-01,Australia,106,Freelance,3703.815473439512,INR
UK1362494,Restaurant,Accommodation,9289.831738591012,No,2024-04-15,UK,16,Remote Job,4363.191238953633,EUR
CN652392063,Hotel,Accommodation,2737.794362609184,No,2024-04-02,China,3,Remote Job,2923.6195787749384,JPY
P44286021,Restaurant,Food,6687.752541035887,No,2025-04-08,Australia,31,Savings,1935.1031935528556,AUD
IN1109695,Restaurant,Entertainment,8320.152882754563,Yes,2024-09-19,India,132,Freelance,3322.313199151225,JPY
CN821476723,Restaurant,Food,4959.602955445768,Yes,2024-02-29,China,158,Pension,4491.437098894623,GBP
UK8915233,Shop,Entertainment,4016.777089957736,No,2025-04-10,UK,161,Remote Job,3721.518610560824,GBP
P37741863,Restaurant,Accommodation,8730.551326393492,No,2025-02-22,Japan,134,Pension,1404.1780601020782,USD
USA2815765,Hotel,Food,4387.891742081609,No,2024-02-28,USA,123,Freelance,1536.5064335571346,USD
P74636230,Shop,Shopping,1098.0883512766432,Yes,2024-04-06,Australia,11,Remote Job,4068.305335606568,AUD
CN389692175,Shop,Shopping,5798.212664400664,Yes,2024-07-10,China,75,Savings,3018.5277008744765,CNY
IN5349477,Shop,Accommodation,8235.464704697893,Yes,2025-01-20,India,89,Freelance,1898.4792413815012,GBP
DE6951852,Tourist Attraction,Shopping,4511.154166991619,Yes,2024-08-11,Germany,168,Savings,4669.717192485453,INR
CN962442849,Tourist Attraction,Food,4874.374633943582,No,2024-08-10,China,58,Freelance,4245.358784749671,GBP
UK2422520,Restaurant,Entertainment,1992.3799596191736,No,2024-12-23,UK,57,Freelance,2521.731697240682,EUR
CN887605015,Hotel,Accommodation,7394.501434638469,No,2024-06-09,China,143,Remote Job,1885.690543600212,JPY
DE2476713,Tourist Attraction,Shopping,1193.1901857950802,No,2024-03-07,Germany,77,Pension,4753.604360911266,CNY
DE3836017,Shop,Shopping,3602.058979434348,Yes,2025-02-28,Germany,8,Savings,1172.2145415698917,INR
P22975795,Restaurant,Shopping,7095.563003832373,No,2025-01-24,Australia,106,Remote Job,2919.0018183003717,USD
IN4881546,Shop,Food,4130.516156779935,Yes,2024-11-23,India,90,Freelance,3126.400102359152,GBP
IN9032831,Tourist Attraction,Accommodation,7830.494737206512,Yes,2024-05-19,India,114,Freelance,2704.2115889011584,JPY
UK9905265,Hotel,Food,3202.578447219874,Yes,2024-11-18,UK,148,Savings,2126.7005415215,INR
DE4642716,Shop,Food,1607.271063916885,Yes,2024-07-28,Germany,28,Remote Job,1369.509579638485,EUR
UK6922440,Tourist Attraction,Food,9169.225459656574,Yes,2024-03-04,UK,43,Remote Job,3860.3660916179456,USD
CN942730120,Restaurant,Entertainment,9371.132997007928,Yes,2024-09-14,China,53,Savings,1502.3214786392573,GBP
P43737407,Hotel,Accommodation,5922.544317622619,Yes,2024-11-16,Australia,122,Savings,2417.444173093905,AUD
DE6093872,Hotel,Entertainment,5937.134984321638,Yes,2024-05-22,Germany,55,Savings,1052.0845465289483,EUR
DE9349184,Restaurant,Accommodation,5793.416004840555,No,2024-06-29,Germany,87,Savings,2912.9581265804845,EUR
UK0165545,Tourist Attraction,Food,5028.23372433591,No,2024-09-10,UK,107,Pension,4913.709489429993,USD
CN995023469,Tourist Attraction,Food,4089.6046818759,Yes,2024-11-06,China,156,Freelance,2130.207746135712,EUR
CN948551756,Tourist Attraction,Food,8106.525117164265,No,2024-12-08,China,31,Savings,4924.471176337562,JPY
P04543189,Tourist Attraction,Accommodation,6474.073565330178,Yes,2024-08-01,Japan,123,Remote Job,1786.737992851256,AUD
P60494531,Tourist Attraction,Food,6597.208454037568,No,2024-10-04,Australia,12,Remote Job,2226.4643827241293,CNY
UK2697828,Restaurant,Shopping,5631.311364280924,Yes,2025-02-23,UK,4,Savings,1410.3721861523316,INR
DE6509234,Hotel,Shopping,5027.954872185307,Yes,2024-03-12,Germany,52,Pension,4683.8127995207215,JPY
DE2957692,Shop,Food,6116.0963165974,No,2024-09-11,Germany,63,Remote Job,4815.109591545423,AUD
DE1360370,Shop,Entertainment,7482.320353503337,No,2024-04-29,Germany,5,Pension,2270.6403434590934,AUD
USA5232486,Hotel,Shopping,5464.114748952313,Yes,2024-01-28,USA,91,Savings,4610.08489987782,CNY
P02450286,Hotel,Accommodation,941.8107781204636,Yes,2024-11-13,Japan,149,Pension,1890.1493465698504,EUR
CN911056238,Shop,Shopping,8998.510936727898,Yes,2024-10-17,China,102,Pension,3523.9287253823286,INR
USA7184862,Hotel,Food,9917.611017012568,No,2024-10-17,USA,34,Freelance,1675.2732049492663,JPY
CN490826899,Hotel,Entertainment,1535.6013842115435,No,2025-03-23,China,17,Savings,4519.938544588835,INR
P36106993,Restaurant,Entertainment,5088.855543706562,Yes,2025-01-29,Australia,156,Pension,3451.544034272647,AUD
USA7845010,Restaurant,Accommodation,6206.2250478268825,Yes,2024-03-09,USA,91,Freelance,3287.114086255971,AUD
USA2631973,Tourist Attraction,Accommodation,3817.1963611305487,No,2025-03-20,USA,48,Remote Job,2488.380087681807,AUD
CN918448807,Tourist Attraction,Shopping,6394.260058499182,No,2024-11-21,China,77,Freelance,3947.295590866857,USD
DE1777111,Restaurant,Food,2807.8418168204585,No,2025-03-18,Germany,106,Pension,3648.3719739797207,USD
USA7845010,Shop,Accommodation,7266.694176237544,No,2024-05-29,USA,91,Freelance,3287.114086255971,AUD
UK6922440,Hotel,Shopping,3150.1902915397845,Yes,2024-11-20,UK,43,Remote Job,3860.3660916179456,USD
USA0472698,Shop,Entertainment,2131.238750132371,Yes,2025-02-11,USA,96,Pension,2444.355086147263,CNY
IN4955082,Hotel,Entertainment,9400.488195727376,Yes,2024-05-07,India,119,Freelance,2204.4766993859616,GBP
USA6556711,Shop,Entertainment,1870.743494519257,Yes,2024-07-11,USA,12,Remote Job,4014.526062565256,EUR
P24335436,Shop,Food,6751.701786507132,Yes,2025-02-14,Japan,37,Savings,1901.1390470653157,EUR
UK5577578,Shop,Food,3874.046154085406,Yes,2024-12-17,UK,142,Freelance,4711.325830178565,INR
UK6872651,Shop,Shopping,5049.511080215058,No,2024-07-06,UK,56,Remote Job,3353.74134286229,JPY
IN7017899,Shop,Food,5779.743967845509,Yes,2024-09-13,India,12,Freelance,2235.337972025923,USD
P91395050,Hotel,Shopping,8002.862743021657,Yes,2024-10-04,Australia,79,Savings,2241.043372282281,GBP
IN0972731,Shop,Accommodation,8534.805962455526,No,2024-09-09,India,37,Pension,3630.575161735977,INR
DE2957692,Shop,Food,5157.921343041003,Yes,2024-11-11,Germany,63,Remote Job,4815.109591545423,AUD
CN597313119,Restaurant,Accommodation,592.4597153952451,No,2025-01-29,China,20,Savings,2968.281281590962,AUD
DE8129175,Tourist Attraction,Entertainment,4980.601722474306,Yes,2024-07-01,Germany,86,Pension,3497.378652866918,EUR
USA4836136,Shop,Food,1793.148549411072,No,2024-11-11,USA,47,Freelance,2021.680365106076,CNY
DE2901024,Shop,Accommodation,4706.556170518887,No,2024-10-12,Germany,175,Freelance,1487.0076932985676,INR
UK9650276,Hotel,Shopping,6368.752375131426,No,2025-01-06,UK,90,Pension,2276.792451193791,JPY
IN2990665,Shop,Food,4112.829856563124,Yes,2024-03-20,India,133,Savings,3764.460271970778,JPY
P72892753,Restaurant,Entertainment,3077.6457008404823,No,2024-04-09,Australia,65,Savings,3898.488766698279,CNY
CN858945622,Hotel,Accommodation,4562.844132868751,No,2025-04-20,China,23,Pension,2769.7075222192807,GBP
P80329093,Restaurant,Shopping,5579.195711923104,Yes,2024-01-05,Japan,157,Remote Job,1866.2800327419432,EUR
DE5209073,Hotel,Accommodation,2947.711201670764,No,2025-02-18,Germany,21,Pension,2452.416334107589,USD
P81612527,Shop,Entertainment,3693.5669970066688,Yes,2024-03-09,Japan,59,Freelance,3723.225388198977,EUR
P20658341,Tourist Attraction,Entertainment,8621.653393875495,No,2025-01-29,Japan,165,Freelance,4924.475758063272,CNY
P76402377,Tourist Attraction,Accommodation,9474.002346981842,Yes,2024-10-08,Japan,179,Pension,3461.7624932667964,INR
P58399594,Restaurant,Food,3649.2615448001006,No,2024-12-31,Japan,61,Freelance,2538.978546105005,INR
USA3619329,Hotel,Accommodation,1867.519791462517,No,2025-01-10,USA,158,Pension,1392.3234917185412,CNY
CN512452565,Tourist Attraction,Entertainment,6004.837452934845,No,2024-06-26,China,82,Remote Job,3043.457163628683,USD
P54937591,Restaurant,Food,976.4309137020402,No,2024-09-06,Japan,61,Savings,2502.972257955303,GBP
CN511661168,Tourist Attraction,Food,7191.448047777722,No,2025-04-08,China,58,Freelance,1495.8844836915573,INR
USA3679903,Hotel,Accommodation,8361.976861051595,Yes,2025-03-17,USA,25,Remote Job,1770.1593518091695,EUR
P61590235,Restaurant,Entertainment,9578.97580016474,Yes,2024-09-25,Australia,105,Remote Job,4881.980643405769,INR
IN3156570,Restaurant,Accommodation,2108.6246361231088,No,2024-08-14,India,116,Freelance,4097.195375331961,GBP
UK3606506,Hotel,Entertainment,3479.220162750349,No,2024-03-19,UK,27,Remote Job,2140.8712078504905,INR
P55946034,Hotel,Food,4158.926380169978,Yes,2024-12-08,Japan,173,Remote Job,3048.0665839417143,AUD
P81583690,Hotel,Entertainment,2172.828402683191,No,2024-02-03,Japan,69,Pension,1549.346120723967,EUR
IN6525030,Hotel,Food,7512.010032553713,No,2024-04-09,India,137,Freelance,4744.421884138021,CNY
P34321217,Hotel,Shopping,3028.9768351969483,No,2024-05-19,Japan,112,Savings,2410.9226362780096,JPY
IN4262658,Shop,Entertainment,1650.3161591763856,Yes,2024-11-11,India,4,Savings,1769.6159171209351,AUD
IN9742024,Tourist Attraction,Shopping,6373.841061560352,No,2024-05-20,India,47,Freelance,4661.490618481223,GBP
P43912301,Restaurant,Entertainment,4402.281231997471,No,2024-08-24,Japan,6,Savings,3588.428167057657,JPY
P07552276,Restaurant,Entertainment,6876.913322265558,No,2024-09-02,Japan,102,Pension,3237.176140069727,CNY
UK7773910,Hotel,Food,3425.4011162772945,Yes,2024-12-10,UK,161,Freelance,3374.9536254385357,EUR
UK0983995,Tourist Attraction,Accommodation,1626.727514131738,Yes,2024-08-20,UK,144,Pension,1429.7824593744854,GBP
P86586984,Restaurant,Entertainment,9641.014162491623,No,2024-02-07,Australia,18,Remote Job,2239.156102896481,AUD
P73211626,Hotel,Shopping,4742.249126690912,Yes,2024-07-13,Japan,36,Remote Job,2884.8859797188807,USD
P80771386,Tourist Attraction,Food,8441.987167387204,Yes,2025-04-10,Japan,82,Remote Job,2687.8673066540914,USD
DE9925036,Restaurant,Shopping,7661.253994910895,Yes,2024-01-13,Germany,33,Freelance,4252.672354062917,JPY
CN785455671,Tourist Attraction,Shopping,3372.6031796638395,Yes,2024-02-17,China,25,Remote Job,1448.840531464239,CNY
IN5349477,Hotel,Shopping,2202.498858069393,No,2024-05-26,India,89,Freelance,1898.4792413815012,GBP
IN3596674,Hotel,Food,8831.334874154956,No,2024-07-26,India,12,Savings,3172.2917877543086,EUR
USA4911491,Shop,Shopping,2848.7951755842137,No,2024-06-15,USA,45,Freelance,4034.960310924675,AUD
P57758250,Restaurant,Shopping,520.7431636577011,Yes,2024-03-13,Australia,172,Pension,2720.374127714449,JPY
P29436879,Hotel,Shopping,7937.9243311520095,No,2025-03-02,Japan,23,Savings,4949.828243633378,EUR
USA2663383,Shop,Entertainment,5560.957766944709,No,2024-05-30,USA,67,Savings,1758.1578756287768,INR
USA6556711,Hotel,Entertainment,7720.691265799972,No,2025-04-04,USA,12,Remote Job,4014.526062565256,EUR
CN892662308,Hotel,Food,3635.939233766543,No,2024-05-22,China,92,Remote Job,4399.967076298618,JPY
USA2516146,Restaurant,Food,2895.348279655896,No,2024-01-13,USA,126,Freelance,3989.065860098485,JPY
IN3640014,Tourist Attraction,Shopping,5277.793389593581,Yes,2024-10-17,India,107,Freelance,4429.765069679624,USD
USA8782451,Hotel,Food,655.222467739602,Yes,2025-03-23,USA,107,Pension,1026.6996335982856,USD
P76134865,Shop,Entertainment,5215.193474283685,No,2024-05-16,Australia,46,Savings,2150.42366853678,JPY
DE7351146,Tourist Attraction,Accommodation,7342.831384853913,Yes,2025-03-19,Germany,63,Freelance,1118.5970422363257,CNY
P93596449,Shop,Food,3420.9975722793347,No,2025-03-18,Japan,23,Savings,1668.198584016913,AUD
USA2041748,Hotel,Entertainment,4474.97930859644,No,2025-02-20,USA,116,Remote Job,4343.550780449674,GBP
USA1717621,Shop,Accommodation,3368.657624286825,No,2025-02-16,USA,133,Freelance,1804.8690048612864,AUD
P73434692,Restaurant,Shopping,6569.890783752369,No,2024-04-20,Australia,112,Freelance,1154.2534487569794,GBP
UK8966474,Tourist Attraction,Food,9913.772453739472,Yes,2024-01-20,UK,128,Savings,4272.298068030145,JPY
IN7369228,Restaurant,Shopping,1202.4897319636284,No,2024-04-15,India,65,Freelance,4260.416709659765,AUD
USA6431889,Shop,Accommodation,6239.567258752156,No,2025-01-12,USA,162,Savings,2698.004358146698,INR
P99024431,Hotel,Accommodation,5018.436449378403,Yes,2025-03-24,Australia,154,Remote Job,1721.6379787833982,CNY
CN804170571,Restaurant,Entertainment,9251.477211489757,Yes,2024-04-13,China,108,Freelance,2060.979052905842,CNY
CN068221203,Tourist Attraction,Accommodation,2844.377146102649,No,2024-09-02,China,78,Savings,2332.578423447978,JPY
P39578458,Shop,Food,2364.402963734836,Yes,2025-01-12,Australia,130,Pension,4366.361211159763,CNY
IN3451105,Tourist Attraction,Food,8699.787992909616,No,2024-06-20,India,101,Freelance,2976.0927881195685,EUR
UK1387306,Tourist Attraction,Food,2724.743625316114,Yes,2024-11-15,UK,138,Freelance,1532.158470332004,USD
DE3582415,Hotel,Food,1937.769024853908,No,2024-08-29,Germany,160,Remote Job,1248.2971763552846,GBP
IN4881546,Tourist Attraction,Food,780.0976587590674,No,2024-06-21,India,90,Freelance,3126.400102359152,GBP
P12426629,Hotel,Food,8452.116005758786,Yes,2024-06-22,Australia,149,Freelance,2920.3017362662786,JPY
P20325126,Tourist Attraction,Accommodation,2500.85232211432,No,2025-01-08,Australia,45,Remote Job,4174.820564038066,GBP
CN918448807,Tourist Attraction,Accommodation,1065.6043060955597,No,2024-02-01,China,77,Freelance,3947.295590866857,USD
DE1451057,Shop,Entertainment,2624.97191044598,No,2024-12-26,Germany,92,Savings,3500.81549912427,JPY
USA7497815,Restaurant,Food,8075.399522898493,No,2024-08-03,USA,104,Remote Job,3477.264016337428,JPY
USA7495889,Hotel,Entertainment,2052.4682968961924,Yes,2025-02-09,USA,30,Savings,4492.793449245359,AUD
IN8159894,Restaurant,Entertainment,1842.511411992134,Yes,2024-02-29,India,118,Savings,3301.263879437865,USD
USA6569967,Tourist Attraction,Food,5322.390056054586,No,2024-03-04,USA,171,Remote Job,4420.606556371247,EUR
